date,day,stage,GDD,daily_GDD,LAI,dry_matter_total,dry_matter_leaf,dry_matter_stem,dry_matter_fruit,dry_matter_root,fruit_set_rate,soil_EC,soil_water_content,water_uptake,daily_K_uptake,accumulated_K,gray_mold_risk,whitefly_population,alerts
2025-12-06,97,flowering,787.9963900257345,10.304996378714014,2.840672371808971,159.85381314884665,56.605350892802015,40.61996957791736,29.344697466946577,33.28379521118071,0.6990185592595133,3.5,1.0,1.697635583882194,0.16363636363636364,14.300805188620606,4.775042153557949,1.4007589330599057e-33,[]
2025-12-07,98,flowering,798.6337219997199,10.637331973985447,2.8551982176783133,165.21768985041308,58.482707738350264,41.960938753308966,30.417472807259863,34.356570551493995,0.6503751495680999,3.5,1.0,1.584613904409825,0.16363636363636364,14.46444155225697,4.918403799013355,1.3371418824316545e-33,[]
2025-12-08,99,fruiting,808.9801234480835,10.34640144836364,3.0,171.74608798260255,60.11480727139763,42.940198473137386,33.681671873354595,35.00941036471294,0.6857918840775542,3.5,1.0,1.7381799617791835,0.24545454545454543,14.709896097711516,6.295038674248593,1.2764140720824546e-33,[]
2025-12-09,100,fruiting,819.6490054805834,10.668882032499798,3.0,177.79893730139776,61.628019601096426,43.848125870956665,36.708096532752194,35.61469529659246,0.6738032421509599,3.5,1.0,1.627043741280222,0.24545454545454543,14.955350643166062,6.723418267410391,1.2184442838984878e-33,[]
2025-12-10,101,fruiting,830.3150080134292,10.666002532845843,3.0,188.79947766002115,64.37815469075228,45.49820692475018,42.2083667120639,36.7147493324548,0.5566689577733471,3.5,1.0,1.7824712241349971,0.24545454545454543,15.200805188620608,7.162391623762912,1.1631072591849296e-33,[]
2025-12-11,102,fruiting,839.3823131110374,9.067305097608298,3.0,196.4910871570441,66.30105706500801,46.651948349303616,46.05417146057536,37.4839102821571,0.6501456028922428,3.5,1.0,1.7512760868448314,0.24545454545454543,15.446259734075154,8.364781602290092,3.3308502840365896e-34,[]
2025-12-12,103,fruiting,849.3121915800541,9.929878469016659,3.0,203.21056040165246,67.9809253761601,47.65986933599487,49.413908082879544,38.155857606617936,0.7473886716455326,3.5,1.0,1.5923284394820396,0.24545454545454543,15.6917142795297,6.443796344451342,3.1795759525627256e-34,[]
2025-12-13,104,fruiting,857.3496284669542,8.037436886900046,3.0,210.4313262238331,69.78611683170527,48.74298420932197,53.02429099396987,38.877934188836,0.591374778316644,3.5,1.0,1.5936640716012962,0.24545454545454543,15.937168824984246,6.8897760711326885,9.105515747645751e-35,[]
2025-12-14,105,fruiting,865.8662140534036,8.51658558644938,3.0,216.6126067836134,71.33143697165035,49.67017629328901,56.114931273860016,39.49606224481403,0.6759496182330478,3.5,1.0,1.5050378551073456,0.24545454545454543,16.18262337043879,6.818383748404343,2.6075935366097887e-35,[]
2025-12-15,106,fruiting,874.9838518224435,9.117637769039858,3.0,222.367683173934,72.7702060692305,50.533437751837106,58.99246946902032,40.07156988384609,0.7836461625616302,3.5,1.0,1.4353072558039452,0.24545454545454543,16.428077915893336,7.7366157239856825,7.46750018408038e-36,[]
2025-12-16,107,fruiting,884.127622993865,9.14377117142145,3.0,228.30055509306374,74.25342404901292,51.42336853970656,61.958905428585176,40.66485707575906,0.647966886173457,3.5,1.0,1.5501481843980018,0.24545454545454543,16.673532461347882,7.854940992112554,2.138506566162931e-36,[]
2025-12-17,108,fruiting,890.9899814359558,6.8623584420907395,3.0,233.6723281821147,75.59636732127566,52.22913450306421,64.64479197311067,41.20203438466416,0.5,3.5,1.0,1.3567563491023265,0.24545454545454543,16.91898700680243,9.706160003798756,6.124151618062744e-37,[]
2025-12-18,109,fruiting,897.6106278558332,6.620646419877401,3.0,237.12532795221586,76.45961726380095,52.74708446857938,66.37129185816124,41.547334361674274,0.5,3.5,1.0,1.1069267325553689,0.24545454545454543,17.164441552256974,9.291415704088418,1.7538049045280807e-37,[]
2025-12-19,110,fruiting,904.251428215034,6.64080035920089,3.0,239.96261927266048,77.1689400939121,53.17267816664607,67.78993751838355,41.83106349371874,0.5175780584543642,3.5,1.0,1.0110655856566166,0.24545454545454543,17.40989609771152,8.251152187808927,5.022461615866606e-38,[]
2025-12-20,111,fruiting,908.587388206681,4.335959991646945,3.0,240.5054002646816,77.30463534191739,53.25409531544925,68.06132801439414,41.88534159292085,0.5,3.5,1.0,0.8687033448061783,0.24545454545454543,17.655350643166067,7.733492365714655,1.4383082529719037e-38,[]
2025-12-21,112,fruiting,914.4991797516537,5.9117915449727825,3.0,241.08959207137798,77.45068329359148,53.3417240864537,68.3534239177423,41.94376077359048,0.5,3.5,1.0,0.7160230866070466,0.24545454545454543,17.900805188620613,8.762985944237176,4.118957572580947e-39,[]
2025-12-22,113,fruiting,920.2780519485415,5.778872196887678,3.0,242.2537728216471,77.74172848115876,53.516351198994066,68.93551429287686,42.0601788486174,0.5,3.5,1.0,0.8016390888255014,0.24545454545454543,18.14625973407516,9.598537264501257,1.1795671372716057e-39,[]
2025-12-23,114,fruiting,927.4379133369249,7.159861388383386,3.0,247.3943722607462,79.02687834093355,54.287441114858936,71.50581401242643,42.57423879252731,0.5,3.5,1.0,1.354928263192824,0.24545454545454543,18.391714279529705,11.47320088103315,3.377987286378603e-40,[]
2025-12-24,115,fruiting,934.1470944431268,6.709181106201891,3.0,251.83243913576774,80.13639505968894,54.95315114611217,73.7248474499372,43.018045480029464,0.5810437038830363,3.5,1.0,1.1894450345747063,0.24545454545454543,18.63716882498425,14.59151786275936,9.673716523952328e-41,[]
2025-12-25,116,fruiting,940.7130670927537,6.565972649626909,3.0,254.72757201519448,80.86017827954562,55.38742107802618,75.17241388965057,43.30755876797214,0.5,3.5,1.0,1.0276629759701927,0.24545454545454543,18.882623370438797,9.113862489472549,2.770312125304424e-41,[]
2025-12-26,117,fruiting,946.0974263716166,5.38435927886296,3.0,256.6125911407454,81.33143306093334,55.67017394685881,76.114923452426,43.49606068052723,0.5,3.5,1.0,1.1610133706325965,0.24545454545454543,19.128077915893343,8.372985947633577,7.933485804143806e-42,[]
2025-12-27,118,fruiting,952.1302200977141,6.032793726097474,3.0,260.24891224253537,82.24051333638084,56.21562211212731,77.933084003321,43.859692790706234,0.5,3.5,1.0,1.105009523928879,0.24545454545454543,19.37353246134789,7.358763487890813,2.2719532730498706e-42,[]
2025-12-28,119,fruiting,959.8800333022555,7.74981320454144,3.0,269.125760257371,84.45972534008975,57.54714931435266,82.37150801073881,44.74737759218979,0.5227964299723697,3.5,1.0,1.7391598650429692,0.24545454545454543,19.618987006802435,7.915757325431299,6.506309839523417e-43,[]
2025-12-29,120,fruiting,968.5900221298116,8.709988827556131,3.0,275.9141032116936,86.1568110786704,58.56540075750105,85.76567948790012,45.42621188762205,0.7250392989884443,3.5,1.0,1.5581499317955143,0.24545454545454543,19.86444155225698,7.547018759331618,1.8632455266587704e-43,[]
